   / -------   -------
  *  Capsule Passed: dict_keys([])
   \ -------   -------
0002 : 1 Stanley2Cross  | offset 1.446  | angle -1.296  | speed_z 0.090  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0588 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0589 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0590 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0591 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0592 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0593 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0594 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0595 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.001  | [ battery: 48%, 11V / 300mA ]
0596 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0597 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0598 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0599 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0600 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0601 : 23 Turn2Road  | phase 2.000  | no_line   | line_on_angle 1.562  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0602 : 23 Turn2Road  | phase 2.000  | no_line   | line_on_angle -1.423  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list'])
   \ -------   -------
0603 : 24 Stanley2Green  | phase  1.000  | offset -33.284  | angle -0.868  | z speed  -0.387  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0604 : 24 Stanley2Green  | phase  1.000  | offset -32.498  | angle -1.285  | z speed  -0.361  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0605 : 24 Stanley2Green  | phase  1.000  | offset -31.694  | angle -1.146  | z speed  -0.361  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0606 : 24 Stanley2Green  | phase  1.000  | offset -30.623  | angle -2.187  | z speed  -0.301  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0607 : 24 Stanley2Green  | phase  1.000  | offset -30.086  | angle -2.776  | z speed  -0.267  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0608 : 24 Stanley2Green  | phase  1.000  | offset -31.297  | angle -3.745  | z speed  -0.228  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0609 : 24 Stanley2Green  | phase  1.000  | offset -31.642  | angle -3.295  | z speed  -0.253  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0610 : 24 Stanley2Green  | phase  1.000  | offset -29.294  | angle -3.191  | z speed  -0.239  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0611 : 24 Stanley2Green  | phase  1.000  | offset -29.449  | angle -3.572  | z speed  -0.222  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0612 : 24 Stanley2Green  | phase  1.000  | offset -27.297  | angle -3.191  | z speed  -0.222  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0613 : 24 Stanley2Green  | phase  1.000  | offset -26.654  | angle -3.572  | z speed  -0.197  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0614 : 24 Stanley2Green  | phase  1.000  | offset -27.057  | angle -3.849  | z speed  -0.187  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0615 : 24 Stanley2Green  | phase  1.000  | offset -25.559  | angle -3.780  | z speed  -0.176  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0616 : 24 Stanley2Green  | phase  1.000  | offset -24.458  | angle -3.572  | z speed  -0.175  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0617 : 24 Stanley2Green  | phase  1.000  | offset -23.660  | angle -3.572  | z speed  -0.167  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0618 : 24 Stanley2Green  | phase  1.000  | offset -23.511  | angle -3.607  | z speed  -0.164  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0619 : 24 Stanley2Green  | phase  1.000  | offset -23.066  | angle -3.849  | z speed  -0.147  | true green? 143.000  | true green at [0, 80]  | true green from line 0.517  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0620 : 24 Stanley2Green  | phase  1.000  | offset -22.417  | angle -3.814  | z speed  -0.142  | true green? 235.000  | true green at [0, 80]  | true green from line 0.865  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0621 : 24 Stanley2Green  | phase  1.000  | offset -22.316  | angle -3.745  | z speed  -0.144  | true green? 212.000  | true green at [30, 80]  | true green from line 1.597  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0622 : 24 Stanley2Green  | phase  2.000  | offset -22.268  | angle -3.849  | Dist ratio  0.151  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0623 : 24 Stanley2Green  | phase  2.000  | offset -21.470  | angle -3.849  | Dist ratio  0.126  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0624 : 24 Stanley2Green  | phase  2.000  | offset -19.519  | angle -3.607  | Dist ratio  0.103  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0625 : 24 Stanley2Green  | phase  2.000  | offset -18.413  | angle -3.261  | Dist ratio  0.076  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list'])
   \ -------   -------
0626 : 25 Turn2Void  | phase 0.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0627 : 25 Turn2Void  | phase 1.000  | angle -2.526  | time 1.542  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0628 : 25 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0629 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0630 : 25 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0631 : 25 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0632 : 25 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0633 : 25 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0634 : 25 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0635 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0636 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0637 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0638 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0639 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0640 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0641 : 25 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0642 : 25 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0643 : 25 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list'])
   \ -------   -------
0644 : phase 1  | mode  5.000  | count:  {}  | time:  0.236  | [ battery: 48%, 11V / 300mA ]
0645 : phase 1  | mode  5.000  | count:  {}  | time:  0.219  | [ battery: 48%, 11V / 300mA ]
0646 : phase 1  | mode  5.000  | count:  {}  | time:  0.215  | [ battery: 48%, 11V / 300mA ]
0647 : phase 1  | mode  5.000  | count:  {}  | time:  0.219  | [ battery: 48%, 11V / 300mA ]
0648 : phase 1  | mode  5.000  | count:  {}  | time:  0.233  | [ battery: 48%, 11V / 300mA ]
0649 : phase 2  | prediction result:  {'ally': 0, 'enem': 0, 'ally_tank': 0, 'enem_tank': 0}  | time:  0.025  | [ battery: 48%, 11V / 300mA ]
0650 : phase 5  | holding:  1.000  | until:  0.101  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0651 : phase 5  | holding:  1.000  | until:  0.201  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0652 : phase 5  | holding:  1.000  | until:  0.302  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0653 : phase 5  | holding:  1.000  | until:  0.404  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0654 : phase 5  | holding:  1.000  | until:  0.506  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0655 : phase 5  | holding:  1.000  | until:  0.609  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0656 : phase 5  | holding:  1.000  | until:  0.712  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0657 : phase 5  | holding:  1.000  | until:  0.815  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0658 : phase 5  | holding:  1.000  | until:  0.921  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0659 : phase 5  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list'])
   \ -------   -------
0660 : 31 Turn2Road  | phase 0.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0661 : 31 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0662 : 31 Turn2Road  | phase 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0663 : 31 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0664 : 31 Turn2Road  | phase 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0665 : 31 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0666 : 31 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0667 : 31 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0668 : 31 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0669 : 31 Turn2Road  | phase 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0670 : 31 Turn2Road  | phase 1.000  | no_line   | line_on_angle -36.870  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0671 : 31 Turn2Road  | phase 2.000  | no_line   | line_on_angle -30.964  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0672 : 31 Turn2Road  | phase 2.000  | no_line   | line_on_angle -26.565  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0673 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0674 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0675 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0676 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0677 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0678 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0679 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0680 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0681 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0682 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.007  | [ battery: 48%, 11V / 300mA ]
0683 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0684 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0685 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0686 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0687 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0688 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0689 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0690 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0691 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0692 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0693 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0694 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0695 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0696 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0697 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0698 : 31 Turn2Road  | phase 2.000  | no_line   | line_on_angle -24.228  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0699 : 31 Turn2Road  | phase 2.000  | no_line   | line_on_angle -30.964  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0700 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0701 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0702 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0703 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0704 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0705 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0706 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0707 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0708 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0709 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0710 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0711 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0712 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0713 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0714 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0715 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0716 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0717 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.001  | [ battery: 48%, 11V / 300mA ]
0718 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0719 : 31 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0720 : 31 Turn2Road  | phase 2.000  | no_line   | line_on_angle 12.875  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0721 : 31 Turn2Road  | phase 2.000  | no_line   | line_on_angle 11.076  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list', 'event_30_frame_list'])
   \ -------   -------
0722 : 32 Stanley2Green  | phase  1.000  | no line here... backing   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0723 : 32 Stanley2Green  | phase  1.000  | offset -13.834  | angle 4.919  | z speed  -0.471  | true green? 242.000  | true green at [180, 120]  | true green from line 11.382  | time:  0.007  | [ battery: 48%, 11V / 300mA ]
0724 : 32 Stanley2Green  | phase  1.000  | offset -14.929  | angle 2.464  | z speed  -0.364  | true green? 240.000  | true green at [180, 120]  | true green from line 1.287  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0725 : 32 Stanley2Green  | phase  1.000  | offset -14.690  | angle 1.285  | z speed  -0.302  | true green? 207.000  | true green at [190, 100]  | true green from line 11.643  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0726 : 32 Stanley2Green  | phase  1.000  | offset -15.742  | angle 0.174  | z speed  -0.260  | true green? 247.000  | true green at [200, 100]  | true green from line 6.651  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0727 : 32 Stanley2Green  | phase  1.000  | offset -17.112  | angle -1.562  | z speed  -0.192  | true green? 235.000  | true green at [220, 100]  | true green from line 0.518  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0728 : 32 Stanley2Green  | phase  1.000  | offset -17.700  | angle -2.776  | z speed  -0.139  | true green? 245.000  | true green at [230, 100]  | true green from line 5.363  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0729 : 32 Stanley2Green  | phase  1.000  | offset -15.890  | angle -2.360  | z speed  -0.136  | true green? 255.000  | true green at [240, 90]  | true green from line 5.183  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0730 : 32 Stanley2Green  | phase  1.000  | offset -13.784  | angle -0.799  | z speed  -0.185  | true green? 242.000  | true green at [250, 90]  | true green from line 10.299  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0731 : 32 Stanley2Green  | phase  1.000  | offset -12.675  | angle -0.590  | z speed  -0.179  | true green? 255.000  | true green at [270, 90]  | true green from line 10.306  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0732 : 32 Stanley2Green  | phase  1.000  | offset -29.969  | angle -5.048  | z speed  -0.152  | true green? 255.000  | true green at [280, 90]  | true green from line 10.611  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0733 : 32 Stanley2Green  | phase  1.000  | offset -35.169  | angle -6.183  | z speed  -0.135  | true green? 245.000  | true green at [290, 90]  | true green from line 12.552  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0734 : 32 Stanley2Green  | phase  1.000  | offset -45.568  | angle -9.330  | z speed  -0.039  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0735 : 32 Stanley2Green  | phase  1.000  | offset -63.518  | angle -14.113  | z speed  0.132  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0736 : 32 Stanley2Green  | phase  1.000  | offset -7.626  | angle 0.324  | z speed  -0.147  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0737 : 32 Stanley2Green  | phase  1.000  | offset 0.569  | angle 2.955  | z speed  -0.138  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0738 : 32 Stanley2Green  | phase  1.000  | offset 45.313  | angle 13.496  | z speed  -0.171  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0739 : 32 Stanley2Green  | phase  1.000  | offset 35.487  | angle 13.418  | z speed  -0.224  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0740 : 32 Stanley2Green  | phase  1.000  | offset 15.187  | angle 8.389  | z speed  -0.175  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0741 : 32 Stanley2Green  | phase  1.000  | offset 4.360  | angle 4.813  | z speed  -0.165  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0742 : 32 Stanley2Green  | phase  1.000  | offset -17.507  | angle -1.423  | z speed  -0.204  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0743 : 32 Stanley2Green  | phase  1.000  | offset -17.943  | angle -2.533  | z speed  -0.154  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0744 : 32 Stanley2Green  | phase  1.000  | offset -18.358  | angle -3.088  | z speed  -0.131  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0745 : 32 Stanley2Green  | phase  1.000  | offset -16.651  | angle -2.741  | z speed  -0.127  | time:  0.001  | [ battery: 48%, 11V / 300mA ]
0746 : 32 Stanley2Green  | phase  1.000  | offset -15.392  | angle -2.429  | z speed  -0.126  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0747 : 32 Stanley2Green  | phase  1.000  | offset -16.102  | angle -2.776  | z speed  -0.118  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0748 : 32 Stanley2Green  | phase  1.000  | offset -16.102  | angle -2.776  | z speed  -0.118  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0749 : 32 Stanley2Green  | phase  1.000  | offset -15.103  | angle -2.776  | z speed  -0.104  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0750 : 32 Stanley2Green  | phase  1.000  | offset -16.361  | angle -3.088  | z speed  -0.106  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0751 : 32 Stanley2Green  | phase  1.000  | offset -18.920  | angle -3.607  | z speed  -0.112  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0752 : 32 Stanley2Green  | phase  1.000  | offset -18.780  | angle -4.056  | z speed  -0.088  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0753 : 32 Stanley2Green  | phase  1.000  | offset -15.515  | angle -3.191  | z speed  -0.089  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0754 : 32 Stanley2Green  | phase  1.000  | offset -2.367  | angle -0.382  | z speed  -0.022  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0755 : 32 Stanley2Green  | phase  1.000  | offset -14.602  | angle -2.707  | z speed  -0.101  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0756 : 32 Stanley2Green  | phase  1.000  | offset -14.393  | angle -2.429  | z speed  -0.112  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0757 : 32 Stanley2Green  | phase  1.000  | offset -13.640  | angle -2.325  | z speed  -0.106  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0758 : 32 Stanley2Green  | phase  1.000  | offset -14.147  | angle -2.533  | z speed  -0.103  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0759 : 32 Stanley2Green  | phase  1.000  | offset -12.785  | angle -2.152  | z speed  -0.103  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0760 : 32 Stanley2Green  | phase  1.000  | offset -12.129  | angle -1.979  | z speed  -0.102  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0761 : 32 Stanley2Green  | phase  1.000  | offset -10.714  | angle -1.562  | z speed  -0.101  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0762 : 32 Stanley2Green  | phase  1.000  | offset -10.714  | angle -1.562  | z speed  -0.101  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0763 : 32 Stanley2Green  | phase  1.000  | offset -9.858  | angle -1.389  | z speed  -0.097  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0764 : 32 Stanley2Green  | phase  1.000  | offset -11.171  | angle -1.736  | z speed  -0.100  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0765 : 32 Stanley2Green  | phase  1.000  | offset -8.298  | angle -1.146  | z speed  -0.084  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0766 : 32 Stanley2Green  | phase  1.000  | offset -8.715  | angle -1.562  | z speed  -0.070  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0767 : 32 Stanley2Green  | phase  1.000  | offset -8.704  | angle -1.285  | z speed  -0.084  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0768 : 32 Stanley2Green  | phase  1.000  | offset -9.012  | angle -1.493  | z speed  -0.078  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0769 : 32 Stanley2Green  | phase  1.000  | offset -7.847  | angle -1.111  | z speed  -0.078  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0770 : 32 Stanley2Green  | phase  1.000  | offset -6.287  | angle -0.868  | z speed  -0.065  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0771 : 32 Stanley2Green  | phase  1.000  | offset -10.287  | angle -0.868  | z speed  -0.129  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0772 : 32 Stanley2Green  | phase  1.000  | offset -6.264  | angle -0.313  | z speed  -0.092  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0773 : 32 Stanley2Green  | phase  1.000  | offset -5.475  | angle -0.590  | z speed  -0.065  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0774 : 32 Stanley2Green  | phase  1.000  | offset -6.481  | angle -0.729  | z speed  -0.075  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0775 : 32 Stanley2Green  | phase  1.000  | offset -4.624  | angle -0.556  | z speed  -0.052  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0776 : 32 Stanley2Green  | phase  1.000  | offset -5.881  | angle -0.729  | z speed  -0.065  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0777 : 32 Stanley2Green  | phase  1.000  | offset -7.236  | angle -0.833  | z speed  -0.082  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0778 : 32 Stanley2Green  | phase  1.000  | offset -5.824  | angle -0.556  | z speed  -0.073  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0779 : 32 Stanley2Green  | phase  1.000  | offset -8.036  | angle -0.833  | z speed  -0.095  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0780 : 32 Stanley2Green  | phase  1.000  | offset -4.000  | angle 0.000  | z speed  -0.070  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0781 : 32 Stanley2Green  | phase  1.000  | offset -4.000  | angle 0.000  | z speed  -0.070  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0782 : 32 Stanley2Green  | phase  1.000  | offset -6.481  | angle -0.729  | z speed  -0.075  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0783 : 32 Stanley2Green  | phase  1.000  | offset -5.624  | angle -0.556  | z speed  -0.069  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0784 : 32 Stanley2Green  | phase  1.000  | offset -4.600  | angle 0.000  | z speed  -0.080  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0785 : 32 Stanley2Green  | phase  1.000  | offset -4.000  | angle 0.000  | z speed  -0.070  | true green? 184.000  | true green at [0, 90]  | true green from line 4.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0786 : 32 Stanley2Green  | phase  1.000  | offset -3.000  | angle 0.000  | z speed  -0.052  | true green? 255.000  | true green at [0, 90]  | true green from line 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
